CMDLINE /Users/karlspiegel/colour_counter/venv/bin/python count_areas.py cat.bin --shape 4000,4000
MEM 0.386719 1564626953.9379
MEM 19.449219 1564626954.0416
MEM 33.394531 1564626954.1444
MEM 51.992188 1564626954.2485
MEM 191.097656 1564626954.3536
MEM 191.097656 1564626954.4568
MEM 191.109375 1564626954.5590
MEM 191.109375 1564626954.6631
MEM 191.109375 1564626954.7659
MEM 191.109375 1564626954.8665
MEM 191.109375 1564626954.9711
MEM 191.109375 1564626955.0756
MEM 191.125000 1564626955.1786
MEM 191.125000 1564626955.2831
MEM 191.136719 1564626955.3864
MEM 191.136719 1564626955.4914
MEM 191.136719 1564626955.5923
MEM 191.136719 1564626955.6965
MEM 191.136719 1564626955.8007
MEM 191.136719 1564626955.9047
MEM 191.136719 1564626956.0099
MEM 191.136719 1564626956.1140
MEM 191.136719 1564626956.2185
MEM 191.136719 1564626956.3231
MEM 191.136719 1564626956.4272
MEM 191.136719 1564626956.5319
MEM 191.148438 1564626956.6364
MEM 191.148438 1564626956.7415
MEM 191.148438 1564626956.8459
MEM 191.148438 1564626956.9499
MEM 191.148438 1564626957.0545
MEM 191.148438 1564626957.1596
MEM 191.148438 1564626957.2634
MEM 191.148438 1564626957.3678
MEM 191.148438 1564626957.4722
MEM 191.148438 1564626957.5766
MEM 191.148438 1564626957.6815
MEM 191.148438 1564626957.7866
MEM 191.148438 1564626957.8900
MEM 191.148438 1564626957.9948
MEM 191.148438 1564626958.0993
MEM 191.148438 1564626958.2038
MEM 191.148438 1564626958.3083
MEM 191.148438 1564626958.4130
MEM 191.148438 1564626958.5171
MEM 191.148438 1564626958.6220
MEM 191.148438 1564626958.7271
MEM 191.148438 1564626958.8307
MEM 191.148438 1564626958.9348
MEM 191.148438 1564626959.0397
MEM 191.148438 1564626959.1442
MEM 191.148438 1564626959.2488
MEM 191.148438 1564626959.3535
MEM 191.148438 1564626959.4575
MEM 191.148438 1564626959.5620
MEM 191.148438 1564626959.6667
MEM 191.148438 1564626959.7715
MEM 191.148438 1564626959.8756
MEM 191.148438 1564626959.9800
MEM 191.148438 1564626960.0846
MEM 191.148438 1564626960.1892
MEM 191.148438 1564626960.2942
MEM 191.148438 1564626960.3982
MEM 191.148438 1564626960.5026
MEM 191.148438 1564626960.6071
MEM 191.148438 1564626960.7096
MEM 191.148438 1564626960.8125
MEM 191.148438 1564626960.9158
MEM 191.148438 1564626961.0205
MEM 191.148438 1564626961.1250
MEM 191.148438 1564626961.2279
MEM 191.148438 1564626961.3309
MEM 191.148438 1564626961.4339
