CMDLINE /Users/karlspiegel/colour_counter/venv/bin/python count_areas.py cat.bin --shape 4000,4000
MEM 0.300781 1564718285.8968
MEM 17.664062 1564718285.9972
MEM 32.726562 1564718286.1010
MEM 48.226562 1564718286.2060
MEM 191.273438 1564718286.3085
MEM 191.308594 1564718286.4136
MEM 191.308594 1564718286.5172
MEM 191.320312 1564718286.6178
MEM 191.320312 1564718286.7227
MEM 191.320312 1564718286.8262
MEM 191.320312 1564718286.9302
MEM 191.320312 1564718287.0332
MEM 191.320312 1564718287.1341
MEM 191.320312 1564718287.2391
MEM 191.320312 1564718287.3430
MEM 191.320312 1564718287.4438
MEM 191.320312 1564718287.5464
MEM 191.320312 1564718287.6480
MEM 191.320312 1564718287.7526
MEM 191.320312 1564718287.8567
MEM 191.320312 1564718287.9613
MEM 191.320312 1564718288.0661
MEM 191.320312 1564718288.1704
MEM 191.320312 1564718288.2740
MEM 191.320312 1564718288.3771
MEM 191.320312 1564718288.4800
MEM 191.320312 1564718288.5852
MEM 191.320312 1564718288.6894
MEM 191.320312 1564718288.7938
MEM 191.335938 1564718288.8964
MEM 191.335938 1564718289.0013
MEM 191.335938 1564718289.1060
MEM 191.335938 1564718289.2101
MEM 191.335938 1564718289.3139
MEM 191.335938 1564718289.4171
MEM 191.335938 1564718289.5219
MEM 191.335938 1564718289.6264
MEM 191.335938 1564718289.7301
MEM 191.335938 1564718289.8349
MEM 191.335938 1564718289.9400
MEM 191.335938 1564718290.0449
MEM 191.335938 1564718290.1494
MEM 191.335938 1564718290.2513
MEM 191.335938 1564718290.3561
MEM 191.335938 1564718290.4578
MEM 191.335938 1564718290.5603
MEM 191.335938 1564718290.6650
MEM 191.335938 1564718290.7682
MEM 191.335938 1564718290.8710
MEM 191.335938 1564718290.9752
MEM 191.335938 1564718291.0761
MEM 191.335938 1564718291.1804
MEM 191.335938 1564718291.2851
MEM 191.335938 1564718291.3885
MEM 191.335938 1564718291.4913
MEM 191.335938 1564718291.5960
MEM 191.335938 1564718291.6996
MEM 191.335938 1564718291.8013
MEM 191.335938 1564718291.9038
MEM 191.335938 1564718292.0078
MEM 191.335938 1564718292.1118
MEM 191.335938 1564718292.2155
MEM 191.335938 1564718292.3201
MEM 191.335938 1564718292.4242
MEM 191.335938 1564718292.5287
MEM 191.335938 1564718292.6297
MEM 191.335938 1564718292.7312
MEM 191.335938 1564718292.8359
MEM 191.335938 1564718292.9399
MEM 191.335938 1564718293.0439
MEM 191.335938 1564718293.1485
MEM 191.335938 1564718293.2535
MEM 191.335938 1564718293.3584
MEM 191.335938 1564718293.4624
MEM 191.335938 1564718293.5662
MEM 191.335938 1564718293.6689
MEM 191.335938 1564718293.7715
MEM 191.335938 1564718293.8763
MEM 191.335938 1564718293.9807
MEM 191.335938 1564718294.0837
MEM 191.335938 1564718294.1866
MEM 191.335938 1564718294.2895
MEM 191.335938 1564718294.3937
MEM 191.335938 1564718294.4970
MEM 191.335938 1564718294.6018
MEM 191.335938 1564718294.7025
MEM 191.335938 1564718294.8052
MEM 191.335938 1564718294.9097
MEM 191.335938 1564718295.0134
MEM 191.335938 1564718295.1164
MEM 191.335938 1564718295.2209
MEM 191.335938 1564718295.3243
MEM 191.335938 1564718295.4288
MEM 191.335938 1564718295.5315
MEM 191.335938 1564718295.6364
MEM 191.335938 1564718295.7392
MEM 191.335938 1564718295.8439
MEM 191.335938 1564718295.9480
MEM 191.335938 1564718296.0521
MEM 191.335938 1564718296.1559
MEM 191.335938 1564718296.2606
MEM 191.335938 1564718296.3657
MEM 191.335938 1564718296.4709
MEM 191.335938 1564718296.5753
MEM 191.335938 1564718296.6774
MEM 191.335938 1564718296.7822
MEM 191.335938 1564718296.8846
MEM 191.335938 1564718296.9893
MEM 191.335938 1564718297.0932
MEM 191.335938 1564718297.1936
MEM 191.335938 1564718297.2983
MEM 191.335938 1564718297.4013
MEM 191.335938 1564718297.5032
MEM 191.335938 1564718297.6061
MEM 191.335938 1564718297.7100
MEM 191.335938 1564718297.8149
MEM 191.335938 1564718297.9189
MEM 191.335938 1564718298.0226
